Product_ID,Product_Name,Category,Supplier,Store_ID,Inventory_Level,Units_Sold,Unit_Price,Purchase_Cost,Discount,Temperature,Holiday,Promotion,Lead_Time,Shelf_Life,Reorder_Level,Season,Demand,Stock_Status
144,Product_144,Fruits,Supplier_8,5,451,81,19.49,17.12,15,20.2,0,0,9,192,128,Winter,92,Overstock
145,Product_145,Meat,Supplier_10,2,346,33,11.25,9.01,20,36,0,1,6,312,148,Summer,44,Normal
146,Product_146,Meat,Supplier_5,1,496,97,26.18,15.98,20,18.2,0,0,9,214,119,Winter,109,Overstock
147,Product_147,Meat,Supplier_14,3,278,30,21.42,16.89,5,19.7,0,1,6,284,54,Rainy,39,Overstock
148,Product_148,Frozen,Supplier_1,4,338,79,32.11,20.07,15,33.8,1,0,8,46,76,Spring,79,Overstock
149,Product_149,Vegetables,Supplier_7,6,323,74,1.11,0.74,20,19.1,1,1,3,46,70,Summer,84,Overstock
150,Product_150,Grains,Supplier_4,5,566,44,28.13,22.59,5,38.9,0,0,5,23,44,Rainy,55,Overstock
151,Product_151,Bakery,Supplier_14,10,129,45,22.94,16.9,5,26.7,0,1,9,43,150,Spring,57,Low Stock
152,Product_152,Grains,Supplier_6,3,222,20,24.95,17.73,5,23.7,1,1,4,128,75,Spring,21,Normal
153,Product_153,Household,Supplier_15,8,302,76,22.52,15.04,20,33.4,0,0,7,217,45,Winter,80,Overstock
154,Product_154,Bakery,Supplier_6,2,228,49,46.03,32.09,5,29.9,0,0,2,138,78,Summer,54,Normal
155,Product_155,Frozen,Supplier_9,4,390,26,16.4,12.74,15,38.1,1,1,1,334,48,Summer,28,Overstock
156,Product_156,Dairy,Supplier_6,4,424,8,2.7,2.11,5,37.2,0,0,2,49,51,Winter,8,Overstock
157,Product_157,Household,Supplier_12,2,412,4,4.35,3.56,10,30.4,1,0,2,233,145,Spring,2,Normal
158,Product_158,Household,Supplier_12,3,177,51,31.44,23.65,20,17.6,0,0,4,348,48,Rainy,53,Overstock
159,Product_159,Beverages,Supplier_3,9,583,85,13.19,9.55,20,34.6,1,1,3,50,102,Winter,84,Overstock
160,Product_160,Meat,Supplier_6,10,239,40,7.18,4.44,5,16.9,1,1,1,17,114,Rainy,45,Normal
161,Product_161,Meat,Supplier_5,7,290,86,38.35,25.65,10,20.3,1,1,10,198,81,Rainy,92,Overstock
162,Product_162,Grains,Supplier_1,6,31,32,19.89,15.55,5,26.7,1,0,9,41,129,Winter,31,Low Stock
163,Product_163,Beverages,Supplier_5,4,495,96,22.03,15.39,20,26.9,1,1,3,336,79,Spring,102,Overstock
164,Product_164,Household,Supplier_11,1,469,75,45.92,39.87,0,39.3,0,1,5,96,100,Summer,71,Overstock
165,Product_165,Frozen,Supplier_9,4,97,2,5.31,4.19,0,20.2,1,0,1,236,148,Rainy,12,Low Stock
166,Product_166,Dairy,Supplier_14,1,173,52,11.64,7.46,20,32.9,0,0,2,296,70,Summer,57,Normal
167,Product_167,Grains,Supplier_10,1,178,62,41.96,26.92,10,32.5,0,1,3,314,93,Summer,63,Normal
168,Product_168,Meat,Supplier_13,8,211,25,21.84,17.28,10,22.1,1,1,9,350,122,Rainy,35,Normal
169,Product_169,Vegetables,Supplier_9,5,209,9,49.54,36.34,20,22.7,0,0,6,149,90,Summer,9,Normal
170,Product_170,Grains,Supplier_1,7,502,9,39.21,28.56,15,23,1,0,1,69,65,Summer,7,Overstock
171,Product_171,Meat,Supplier_10,3,325,34,49.42,35.53,15,25.4,0,0,1,159,69,Summer,40,Overstock
172,Product_172,Dairy,Supplier_13,1,177,31,17.63,11.81,25,32.1,1,1,1,298,43,Spring,38,Overstock
173,Product_173,Grains,Supplier_1,1,539,52,9.12,6.04,0,26.4,0,1,4,287,50,Rainy,48,Overstock
174,Product_174,Vegetables,Supplier_7,6,347,67,44.14,39.02,5,25.2,0,0,5,156,98,Winter,65,Overstock
175,Product_175,Meat,Supplier_2,9,244,35,4.77,3.34,20,24.4,1,0,5,108,137,Spring,44,Normal
176,Product_176,Bakery,Supplier_6,9,40,93,27.34,20.53,15,32.2,0,1,8,344,119,Spring,94,Low Stock
177,Product_177,Household,Supplier_7,2,596,55,6.25,3.75,5,32,0,0,9,358,107,Spring,67,Overstock
178,Product_178,Snacks,Supplier_11,6,33,21,33.67,30.07,15,22.5,0,1,4,304,99,Spring,21,Low Stock
179,Product_179,Dairy,Supplier_15,2,60,40,29.87,24.69,10,22.2,0,1,9,364,80,Winter,47,Low Stock
180,Product_180,Snacks,Supplier_11,2,589,86,25.72,20.18,10,20.1,1,0,9,362,108,Spring,84,Overstock
181,Product_181,Snacks,Supplier_8,10,107,46,23.74,20.57,20,18.5,0,1,3,345,122,Spring,43,Low Stock
182,Product_182,Meat,Supplier_7,4,299,67,27.29,21.64,0,34.4,0,0,3,248,97,Spring,65,Overstock
183,Product_183,Meat,Supplier_11,3,433,99,35.43,24.46,0,28.6,1,1,4,42,67,Spring,102,Overstock
184,Product_184,Bakery,Supplier_11,7,75,1,48.7,43.54,15,17,1,0,2,259,93,Summer,8,Low Stock
185,Product_185,Bakery,Supplier_8,9,376,75,7.86,6.5,10,25.2,0,0,8,4,87,Winter,75,Overstock
186,Product_186,Vegetables,Supplier_6,7,123,25,2.11,1.79,25,20.1,1,0,10,39,79,Rainy,32,Normal
187,Product_187,Grains,Supplier_8,9,599,83,20.63,15.55,20,27.9,1,0,2,336,104,Spring,81,Overstock
188,Product_188,Meat,Supplier_8,7,76,76,20.03,17.89,10,36.2,1,1,7,97,82,Spring,75,Low Stock
189,Product_189,Grains,Supplier_14,7,495,24,27.83,15.66,5,37.4,1,0,1,207,138,Rainy,36,Overstock
190,Product_190,Dairy,Supplier_13,9,223,42,7.18,3.99,15,21.6,1,0,1,358,129,Rainy,52,Normal
191,Product_191,Dairy,Supplier_15,10,434,24,40.55,33.51,15,28.4,0,0,8,249,52,Winter,23,Overstock
192,Product_192,Frozen,Supplier_4,1,399,66,42.9,23.94,10,18.9,1,0,3,285,108,Winter,70,Overstock
193,Product_193,Bakery,Supplier_7,5,206,23,19.91,14.42,20,28.2,0,1,6,292,109,Rainy,31,Normal
194,Product_194,Dairy,Supplier_11,10,263,90,46.62,37.18,25,37.6,1,1,8,87,57,Rainy,95,Overstock
195,Product_195,Vegetables,Supplier_13,10,420,73,40.49,27.85,15,33.7,0,1,5,147,142,Winter,69,Normal
196,Product_196,Fruits,Supplier_10,8,364,6,3.39,2.55,20,15.8,1,0,1,112,123,Summer,11,Normal
197,Product_197,Household,Supplier_1,10,575,86,3.31,2.92,25,38.9,1,0,3,331,96,Rainy,93,Overstock
198,Product_198,Beverages,Supplier_13,2,72,92,10.64,9.04,0,19.6,1,1,3,340,115,Spring,96,Low Stock
199,Product_199,Grains,Supplier_9,6,538,96,20.25,13.43,10,16.1,0,1,4,249,130,Summer,103,Overstock
200,Product_200,Fruits,Supplier_1,6,476,92,26.37,23.04,20,30.3,0,0,7,109,53,Rainy,100,Overstock
1,Product_001,Meat,Supplier_7,7,369,43,8.79,6.57,20,30.6,0,0,8,149,94,Rainy,43,Overstock
2,Product_002,Snacks,Supplier_3,10,490,19,39.18,23.3,10,24.5,1,0,6,297,86,Spring,27,Overstock
3,Product_003,Frozen,Supplier_11,5,276,93,45.57,34.56,25,26.9,1,0,9,220,57,Summer,101,Overstock
4,Product_004,Meat,Supplier_4,6,70,65,38.3,24.07,5,28,1,1,1,67,118,Spring,67,Low Stock
5,Product_005,Meat,Supplier_2,3,442,11,4.88,3.19,15,27.1,1,1,6,10,106,Winter,6,Overstock
6,Product_006,Vegetables,Supplier_1,5,529,3,46.1,27.54,15,33.6,1,0,9,139,72,Winter,5,Overstock
7,Product_007,Household,Supplier_13,1,98,36,45.77,25.33,15,25.3,1,0,5,234,115,Winter,33,Low Stock
8,Product_008,Frozen,Supplier_8,9,221,18,44.03,39.1,5,26.5,0,0,2,128,45,Summer,14,Overstock
9,Product_009,Fruits,Supplier_6,1,260,60,13.03,10.99,20,25.3,0,1,1,208,81,Spring,68,Overstock
10,Product_010,Frozen,Supplier_9,2,564,50,29.05,19.69,25,17.8,0,0,5,275,101,Summer,55,Overstock
11,Product_011,Vegetables,Supplier_13,6,547,18,13.63,11.31,15,32.8,1,1,2,227,125,Rainy,25,Overstock
12,Product_012,Fruits,Supplier_7,4,531,75,11.52,7.72,15,38.2,1,1,7,57,58,Winter,76,Overstock
13,Product_013,Grains,Supplier_7,4,381,29,12.43,7.4,20,16.3,0,0,10,180,96,Rainy,32,Overstock
14,Product_014,Grains,Supplier_10,3,53,85,33.61,25.8,10,24.3,1,0,4,163,90,Rainy,95,Low Stock
15,Product_015,Bakery,Supplier_6,6,63,20,7.86,5.1,10,16.3,0,0,8,71,119,Spring,16,Low Stock
16,Product_016,Grains,Supplier_11,6,401,11,5.71,4.95,10,22.8,0,0,7,334,66,Winter,19,Overstock
17,Product_017,Vegetables,Supplier_14,1,504,74,38.86,30.27,0,34.7,0,1,1,139,88,Spring,79,Overstock
18,Product_018,Beverages,Supplier_1,1,320,93,22.03,15.56,20,22.3,1,1,10,134,58,Summer,103,Overstock
19,Product_019,Bakery,Supplier_12,3,479,93,40.78,27.4,20,33.5,0,0,1,272,84,Spring,102,Overstock
20,Product_020,Dairy,Supplier_2,10,36,78,26.96,24.02,20,34.9,1,0,10,319,108,Rainy,87,Low Stock
21,Product_021,Bakery,Supplier_11,10,100,65,3.87,2.83,0,33.4,1,0,3,206,126,Rainy,60,Low Stock
22,Product_022,Beverages,Supplier_15,5,455,38,9.3,5.24,20,20.8,1,0,10,144,46,Spring,35,Overstock
23,Product_023,Bakery,Supplier_4,4,240,46,36.53,24.76,5,26.8,0,0,9,140,48,Winter,41,Overstock
24,Product_024,Household,Supplier_2,3,389,52,29.61,20.04,15,36.8,1,1,9,147,85,Spring,52,Overstock
25,Product_025,Vegetables,Supplier_12,2,544,37,11.59,7.14,5,21.1,0,1,10,300,48,Spring,45,Overstock
26,Product_026,Vegetables,Supplier_2,7,430,99,26.94,24.17,0,27.9,0,0,9,125,102,Spring,95,Overstock
27,Product_027,Fruits,Supplier_11,3,408,50,43.67,34.41,15,35.8,1,0,10,196,141,Rainy,45,Normal
28,Product_028,Meat,Supplier_3,4,206,86,19.69,13.8,0,39.5,1,1,7,211,100,Spring,94,Normal
29,Product_029,Snacks,Supplier_11,4,577,73,33.84,30.16,0,34.9,1,0,1,186,72,Summer,84,Overstock
30,Product_030,Household,Supplier_6,1,116,74,4.54,3.17,5,25.7,0,1,7,319,76,Summer,74,Normal
31,Product_031,Vegetables,Supplier_15,1,99,92,7.54,6.16,5,33.4,1,1,3,296,121,Summer,102,Low Stock
